inches,battery,ram(GB),announcement_date,weight(g),storage(GB),price(USD),brand_encoded,os_encoded,battery_type_encoded,video_720p_encoded,video_1080p_encoded,video_4K_encoded,video_8K_encoded,video_30fps_encoded,video_60fps_encoded,video_120fps_encoded,video_240fps_encoded,video_480fps_encoded,video_960fps_encoded,resolution_encoded
6.5,5000,4,2020-03-17,199.0,64,400.0,8,1,1,0,1,0,0,1,0,0,0,0,0,77
6.1,3500,8,2020-03-18,152.0,64,160.0,9,1,1,0,1,0,0,1,0,0,0,0,0,13
6.4,6000,6,2020-03-18,188.0,64,310.0,9,1,1,1,1,1,0,1,1,1,1,0,0,10
6.67,5020,6,2020-03-23,209.0,64,204.95,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.67,4700,6,2020-03-24,218.0,128,390.0,12,1,1,1,1,1,1,1,1,1,1,0,1,13
6.4,5000,8,2020-03-24,185.0,64,190.0,9,1,1,0,1,0,0,1,0,0,0,0,0,13
6.67,4700,8,2020-03-24,218.0,128,500.0,12,1,1,1,1,1,1,1,1,1,1,0,1,13
6.58,4200,8,2020-03-26,209.0,128,520.0,3,1,1,1,1,1,0,0,1,0,0,0,1,27
6.58,4200,8,2020-03-26,226.0,256,569.9,3,1,1,1,1,1,0,0,1,0,0,0,1,27
6.1,3800,8,2020-03-26,175.0,128,150.0,3,1,1,1,1,1,0,0,1,0,0,0,1,10
10.3,5000,4,2020-03-27,460.0,32,180.0,5,21,1,0,1,0,0,1,0,0,0,0,0,25
6.57,4160,8,2020-03-27,192.0,64,209.06,12,1,1,1,1,1,0,1,1,0,0,0,1,13
6.09,3020,3,2020-03-30,150.0,64,110.0,2,21,1,0,1,0,0,1,0,0,0,0,0,76
6.5,4000,8,2020-03-30,190.0,128,310.0,2,1,1,1,1,1,0,1,1,0,0,0,1,13
6.3,5000,4,2020-03-30,185.0,64,120.0,2,1,1,0,1,0,0,1,0,0,0,0,0,77
6.4,5000,4,2020-03-30,197.0,32,290.0,9,1,0,0,1,0,0,1,0,0,0,0,0,76
6.22,5000,3,2020-04-02,188.0,32,90.0,12,21,1,0,1,0,0,1,0,0,0,0,0,75
6.2,4230,3,2020-04-03,168.0,64,227.868,7,19,0,0,1,0,0,1,0,0,0,0,0,75
6.7,4500,8,2020-04-08,185.0,128,108.88,9,1,1,1,1,1,0,1,1,1,1,0,1,13
6.5,4000,3,2020-04-08,193.0,32,190.0,9,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,4500,8,2020-04-08,187.0,128,204.99,9,1,1,1,1,1,0,1,0,1,0,0,0,13
6.39,4000,6,2020-04-09,176.0,128,160.0,2,1,1,0,1,0,0,1,0,0,0,0,0,76
6.3,4000,8,2020-04-09,165.0,128,200.0,2,1,1,1,1,1,0,1,0,0,0,0,0,13
6.09,3020,3,2020-04-10,150.0,64,150.0,2,21,1,0,1,0,0,1,0,0,0,0,0,76
6.55,4000,8,2020-04-13,186.0,128,156.8,7,1,1,1,1,1,0,1,1,1,1,0,0,13
6.78,4510,8,2020-04-14,199.0,128,369.6,6,1,1,1,1,1,0,1,1,1,1,0,0,50
6.55,4300,8,2020-04-14,180.0,128,740.0,6,1,1,1,1,1,0,1,1,1,1,0,0,13
6.55,4300,8,2020-04-14,180.0,128,650.0,6,1,1,1,1,1,0,1,1,1,1,0,0,13
6.55,4300,6,2020-04-14,180.0,128,876.0,6,1,1,1,1,1,0,1,1,1,1,0,0,13
6.5,4025,12,2020-04-15,171.0,256,240.0,7,1,1,1,1,1,0,1,1,0,0,0,0,13
4.7,1821,3,2020-04-15,148.0,64,189.5,0,29,0,1,1,1,0,1,1,1,1,0,0,82
6.57,4000,8,2020-04-15,190.0,256,650.0,2,1,1,1,1,1,0,0,1,0,0,0,0,10
6.57,4000,8,2020-04-15,186.0,128,670.0,2,1,1,1,1,1,0,0,1,0,0,0,0,10
6.53,4000,8,2020-04-15,185.0,128,1170.0,2,1,1,1,1,1,0,0,1,0,0,0,1,13
6.21,3400,6,2020-04-16,164.0,64,180.0,2,21,1,0,1,0,0,0,1,0,0,0,0,10
6.5,3750,4,2020-04-17,188.0,128,220.0,2,21,1,0,1,0,0,1,0,0,0,0,0,10
6.57,4000,8,2020-04-20,184.0,128,230.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.5,5000,8,2020-04-20,192.0,64,120.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.22,4230,4,2020-04-20,165.0,32,469.0,7,21,1,0,1,0,0,1,0,0,0,0,0,75
6.4,4025,8,2020-04-20,180.0,128,540.0,7,1,1,1,1,1,0,1,1,0,0,0,0,13
6.5,5000,8,2020-04-21,192.0,128,520.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.57,4200,8,2020-04-23,194.0,128,260.0,8,1,1,1,1,1,0,1,1,0,0,0,0,13
6.53,4000,8,2020-04-23,180.0,128,120.0,3,1,1,1,1,1,0,0,1,0,0,0,1,13
6.57,4000,8,2020-04-23,178.0,128,390.0,3,1,1,1,1,1,0,0,1,0,0,0,1,10
5.0,2600,1,2020-04-27,154.0,16,238.19,9,20,0,0,1,0,0,1,0,0,0,0,0,70
6.57,4160,8,2020-04-27,192.0,64,270.0,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.39,4000,4,2020-04-29,176.0,64,160.0,2,1,1,0,1,0,0,1,0,0,0,0,0,76
6.3,5000,3,2020-04-29,185.0,64,150.0,2,1,1,0,1,0,0,1,0,0,0,0,0,77
6.21,3400,4,2020-04-29,160.0,128,480.0,3,21,0,0,1,0,0,0,1,0,0,0,0,10
5.45,3020,2,2020-04-29,144.0,32,90.0,2,1,1,0,1,0,0,1,0,0,0,0,0,72
6.47,5260,8,2020-04-30,204.0,64,254.44,12,1,1,1,1,1,0,1,1,1,0,0,1,10
6.53,5020,6,2020-04-30,199.0,64,156.38,12,1,1,0,1,0,0,1,0,0,0,0,0,10
6.67,5020,8,2020-04-30,209.0,64,220.0,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.5,5000,8,2020-05-04,192.0,128,535.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
5.45,3020,2,2020-05-05,144.0,32,200.0,3,1,1,0,1,0,0,1,0,0,0,0,0,72
6.3,5000,4,2020-05-05,185.0,32,110.0,3,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,4000,4,2020-05-06,180.0,64,160.0,3,21,1,0,1,0,0,1,0,0,0,0,0,10
6.8,4300,8,2020-05-07,180.0,128,870.0,4,1,1,1,1,1,0,1,1,0,0,0,0,17
6.5,5000,4,2020-05-11,195.0,32,100.0,8,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,5000,4,2020-05-11,199.0,128,150.0,8,1,1,0,1,0,0,1,0,0,0,0,0,77
6.67,4500,6,2020-05-11,208.0,128,260.0,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.67,4700,8,2020-05-12,219.0,128,247.66,12,1,1,1,1,1,1,1,1,1,1,0,1,13
6.47,4200,8,2020-05-12,192.0,128,140.0,3,1,1,1,1,1,0,1,1,0,0,0,1,10
6.7,4500,8,2020-05-14,185.0,128,299.99,9,1,1,1,1,1,0,1,1,1,1,0,1,13
6.5,5000,6,2020-05-15,192.0,32,500.0,9,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,4000,8,2020-05-15,189.0,128,820.0,3,1,1,1,1,1,0,1,0,0,0,0,0,13
6.3,4000,6,2020-05-18,163.0,128,247.83,3,1,1,0,1,0,0,1,0,0,0,0,0,13
10.4,7250,8,2020-05-19,480.0,64,280.0,2,1,1,0,1,0,0,1,0,0,0,0,0,26
6.63,4300,8,2020-05-20,203.0,64,250.0,2,1,1,1,1,1,0,1,1,0,0,0,1,13
6.2,4000,8,2020-05-20,168.0,128,440.0,9,1,0,1,1,1,1,1,1,1,1,0,1,51
6.8,4000,3,2020-05-20,219.0,64,360.0,4,1,1,0,1,0,0,1,0,0,0,0,0,17
6.53,4000,4,2020-05-21,187.0,64,200.0,4,21,1,0,1,0,0,1,0,0,0,0,0,10
6.5,4000,8,2020-05-24,182.0,64,260.0,3,1,1,1,1,1,0,1,0,0,0,0,0,13
6.67,4500,8,2020-05-25,208.0,128,250.0,12,1,1,1,1,1,0,1,0,0,0,0,0,13
6.44,4200,6,2020-05-25,209.0,128,350.0,8,1,1,1,1,1,0,0,1,0,0,0,1,13
6.53,5020,6,2020-05-26,199.0,128,130.0,12,1,1,0,1,0,0,1,0,0,0,0,0,10
6.57,4520,8,2020-05-26,205.0,64,200.0,12,1,1,1,1,1,0,1,1,0,0,0,1,13
6.57,4520,8,2020-05-26,208.0,128,290.0,12,1,1,1,1,1,0,1,1,0,0,0,1,13
6.6,4200,8,2020-05-26,202.0,128,300.0,8,1,1,1,1,1,0,0,1,0,0,0,1,13
6.5,4300,6,2020-05-26,191.0,64,200.0,8,3,1,1,1,1,0,1,0,1,0,0,0,13
5.71,3020,3,2020-05-27,146.0,64,110.0,2,21,1,0,1,0,0,1,0,0,0,0,0,75
5.7,4000,3,2020-06-02,168.0,32,130.0,9,1,0,0,1,0,0,1,0,0,0,0,0,75
6.57,4200,8,2020-06-03,213.0,128,360.0,2,1,1,1,1,1,0,1,1,0,0,0,1,13
6.81,4300,8,2020-06-03,213.0,128,250.0,2,1,1,1,1,1,0,1,0,0,0,0,0,13
6.43,4000,8,2020-06-05,183.0,128,100.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.55,4000,8,2020-06-05,172.0,128,240.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.3,4000,4,2020-06-09,163.0,128,240.0,3,1,1,0,1,0,0,1,0,0,0,0,0,13
6.53,5020,6,2020-06-10,198.0,32,100.62,12,1,1,0,1,0,0,1,0,0,0,0,0,10
6.5,4000,8,2020-06-19,192.0,128,220.0,3,1,1,1,1,1,0,1,0,0,0,0,0,13
6.22,4230,2,2020-06-22,165.0,32,440.0,7,21,1,0,1,0,0,1,0,0,0,0,0,75
6.5,4300,4,2020-06-23,191.0,128,190.0,8,1,1,1,1,1,0,1,0,1,0,0,0,13
6.5,5000,2,2020-06-24,195.0,32,100.0,8,1,1,1,1,0,0,1,0,1,0,0,0,77
6.6,4200,8,2020-06-25,202.0,128,290.0,8,1,1,1,1,1,0,0,1,0,0,0,1,13
6.53,5000,4,2020-06-30,196.0,32,77.77,12,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,5000,3,2020-06-30,196.0,32,126.99,8,1,1,0,1,0,0,1,0,0,0,0,0,76
6.53,5000,6,2020-06-30,196.0,32,73.99,12,1,1,0,1,0,0,0,1,0,0,0,0,77
7.09,5000,8,2020-07-02,232.0,64,240.0,2,1,1,1,1,1,0,1,0,0,0,0,0,7
6.5,4000,8,2020-07-02,192.0,64,220.0,2,1,1,1,1,1,0,1,0,0,0,0,0,13
6.7,4500,8,2020-07-07,188.0,128,220.0,9,1,1,1,1,1,0,1,1,1,1,0,1,13
6.67,5000,6,2020-07-07,209.0,64,170.0,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.57,4200,8,2020-07-08,194.0,128,500.0,8,1,1,1,1,1,0,1,1,0,0,0,0,13
6.2,4230,3,2020-07-14,165.0,32,270.0,7,21,1,0,1,0,0,1,0,0,0,0,0,75
6.2,4000,3,2020-07-16,168.0,32,60.0,9,21,0,0,1,0,0,1,0,0,0,0,0,75
6.44,4115,6,2020-07-21,184.0,64,319.0,6,1,1,1,1,1,0,1,1,1,1,0,0,13
5.3,3000,2,2020-07-21,150.0,16,110.0,9,1,0,0,1,0,0,1,0,0,0,0,0,73
6.65,5000,8,2020-07-22,239.0,128,100.0,5,1,1,1,1,1,0,1,0,0,0,0,0,10
6.65,5000,16,2020-07-22,239.0,256,510.0,5,1,1,1,1,1,0,1,0,0,0,0,0,10
6.7,3300,8,2020-07-22,183.0,256,300.0,9,1,1,1,1,1,0,1,1,1,1,0,1,19
6.5,4300,6,2020-07-24,191.0,64,150.0,8,1,1,1,1,1,0,1,0,1,0,0,0,13
6.5,4040,8,2020-07-27,175.0,128,290.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
5.3,3000,2,2020-07-27,150.0,16,150.0,9,1,0,0,1,0,0,1,0,0,0,0,0,73
6.8,4300,6,2020-07-28,180.0,128,470.0,4,1,1,1,1,1,0,1,1,0,0,0,0,17
6.5,6000,4,2020-07-28,209.0,32,95.988,8,1,1,0,1,0,0,1,0,0,0,0,0,77
6.4,4015,8,2020-07-29,165.0,128,355.0,7,1,1,1,1,1,0,1,1,0,0,0,0,13
6.5,6000,8,2020-07-30,203.0,128,110.0,9,1,1,1,1,1,0,1,0,0,0,0,0,13
6.67,4729,12,2020-07-31,222.0,128,600.0,12,1,1,1,1,1,0,1,1,1,1,0,0,13
6.5,4000,8,2020-07-31,161.0,128,250.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.5,5000,8,2020-08-03,194.0,128,180.0,8,1,1,1,1,1,0,1,0,1,0,0,0,13
5.81,3140,6,2020-08-03,143.0,128,330.0,1,1,1,1,1,1,0,1,0,1,0,0,0,10
6.53,5020,4,2020-08-04,198.0,64,127.188,12,1,1,0,1,0,0,1,0,0,0,0,0,10
6.4,4025,8,2020-08-04,180.0,128,1349.0,7,1,1,1,1,1,0,1,1,0,0,0,0,13
6.7,4300,8,2020-08-05,192.0,128,850.0,9,1,0,1,1,1,1,1,1,1,1,0,1,13
6.7,4300,8,2020-08-05,192.0,256,800.0,9,1,0,1,1,1,1,1,1,1,1,0,1,13
6.9,4500,8,2020-08-05,208.0,256,261.0,9,1,0,1,1,1,1,1,1,1,1,0,1,48
6.9,4500,8,2020-08-05,208.0,128,1250.0,9,1,0,1,1,1,1,1,1,1,1,0,1,48
7.6,4500,12,2020-08-05,282.0,256,850.0,9,1,1,1,1,1,0,1,1,1,1,0,1,56
6.67,4500,8,2020-08-11,213.0,128,250.0,12,1,1,1,1,1,0,1,1,0,0,0,1,13
6.67,4500,8,2020-08-11,221.0,128,650.0,12,1,0,1,1,1,1,0,1,0,0,0,1,10
6.5,6000,4,2020-08-14,209.0,32,110.0,8,1,1,0,1,0,0,1,0,0,0,0,0,76
6.5,4500,6,2020-08-14,188.0,128,960.0,9,1,1,1,1,1,0,1,0,1,0,0,0,13
6.8,4300,6,2020-08-19,187.0,128,270.0,4,1,1,1,1,1,0,1,1,0,0,0,0,17
6.5,5000,6,2020-08-20,186.0,64,1000.0,7,1,1,0,1,0,0,1,0,0,0,0,0,77
5.7,3000,2,2020-08-21,146.0,32,590.0,4,1,0,0,1,0,0,1,0,0,0,0,0,75
6.67,4000,6,2020-08-24,193.0,128,150.0,4,1,1,1,1,1,0,1,0,0,0,0,0,13
6.53,5000,4,2020-08-27,194.0,64,110.0,12,1,1,0,1,0,0,1,0,0,0,0,0,77
6.53,5000,4,2020-08-27,196.0,32,100.0,12,1,1,0,1,0,0,1,0,0,0,0,0,77
6.7,7000,8,2020-08-31,213.0,128,470.0,9,1,1,1,1,1,0,1,0,0,0,0,0,13
6.55,4500,8,2020-09-01,184.0,128,470.0,8,1,1,1,1,1,0,0,1,1,0,0,0,13
6.4,4300,8,2020-09-01,175.0,128,330.0,8,1,1,1,1,1,0,1,0,1,0,0,0,13
6.5,5000,8,2020-09-01,189.0,64,120.0,8,1,1,1,1,1,0,0,1,0,0,0,0,77
6.43,4015,8,2020-09-02,164.0,128,330.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.44,4015,8,2020-09-02,163.0,64,230.0,7,1,1,0,1,0,0,1,0,0,0,0,0,13
6.6,5000,8,2020-09-02,193.0,128,470.0,9,1,1,1,1,1,0,1,0,0,0,1,0,77
6.63,4200,8,2020-09-03,197.0,128,210.0,3,1,1,1,1,1,0,1,0,0,0,0,0,13
6.5,5000,8,2020-09-03,196.0,64,170.0,8,1,1,1,1,1,0,1,0,1,0,0,0,13
6.4,4500,8,2020-09-03,182.0,128,340.0,8,1,1,1,1,1,0,1,0,1,0,0,0,13
6.6,5000,6,2020-09-03,188.0,64,250.0,3,1,1,0,1,0,0,1,0,0,0,0,0,77
6.67,5160,8,2020-09-07,215.0,64,260.0,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.63,4300,8,2020-09-07,197.0,128,280.0,3,1,1,1,1,1,0,1,0,0,0,0,0,13
6.53,5000,6,2020-09-08,198.0,64,125.988,12,1,1,0,1,0,0,1,0,0,0,0,0,10
6.53,5000,2,2020-09-09,194.0,32,75.73,12,1,1,0,1,0,0,0,1,0,0,0,0,77
6.5,5000,8,2020-09-10,186.0,64,120.0,7,1,1,0,1,0,0,1,0,0,0,0,0,77
6.3,4000,4,2020-09-11,171.0,128,200.0,2,1,1,0,1,0,0,1,0,0,0,0,0,13
6.2,3000,3,2020-09-12,169.0,32,360.0,4,1,1,0,1,0,0,1,0,0,0,0,0,75
6.8,4000,8,2020-09-14,260.0,128,140.0,4,1,1,1,1,1,0,0,1,0,0,0,0,17
6.53,5000,4,2020-09-15,194.0,64,113.988,12,1,1,0,1,0,0,1,0,0,0,0,0,77
5.7,3000,3,2020-09-17,145.0,32,130.0,4,1,0,0,1,0,0,1,0,0,0,0,0,75
6.5,5000,8,2020-09-17,188.0,64,180.0,8,1,1,0,1,0,0,1,0,0,0,0,0,77
6.1,4000,8,2020-09-17,163.0,128,650.0,10,1,0,1,1,1,0,0,0,1,0,0,0,18
6.8,4000,4,2020-09-21,220.0,128,850.0,4,1,1,0,1,0,0,1,0,0,0,0,0,17
6.6,4000,3,2020-09-21,182.0,64,140.0,4,1,1,0,1,0,0,1,0,0,0,0,0,77
6.43,4300,8,2020-09-21,169.0,128,390.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.5,6000,4,2020-09-21,208.0,64,130.0,8,1,1,0,1,0,0,0,1,0,0,0,0,77
6.5,5000,6,2020-09-21,188.0,64,160.0,8,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,5000,4,2020-09-21,195.0,32,100.0,8,1,1,1,1,1,0,1,0,1,0,0,0,77
6.5,4500,8,2020-09-21,191.0,64,170.0,8,1,1,1,1,1,0,1,1,0,0,0,0,13
6.67,6000,8,2020-09-22,225.0,64,191.88,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.6,4000,4,2020-09-23,186.0,64,290.0,4,1,1,0,1,0,0,1,0,0,0,0,0,77
6.6,4000,4,2020-09-23,188.0,64,220.0,4,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,4500,8,2020-09-23,190.0,128,299.99,9,1,0,1,1,1,0,0,1,0,0,0,0,13
6.5,4500,8,2020-09-23,190.0,128,390.0,9,1,0,1,1,1,0,0,1,0,0,0,0,13
6.6,4000,4,2020-09-26,186.0,64,240.0,4,1,1,0,1,0,0,1,0,0,0,0,0,77
6.67,5000,4,2020-09-28,206.0,64,200.0,3,1,1,0,1,0,0,0,1,0,0,0,0,13
6.43,4015,8,2020-09-28,164.0,128,168.92,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.5,5000,4,2020-09-28,186.0,32,190.0,7,1,1,0,1,0,0,1,0,0,0,0,0,77
6.7,4000,6,2020-09-29,202.0,128,340.0,4,1,1,1,1,1,0,1,0,0,0,0,0,13
6.57,4000,8,2020-09-29,184.0,128,150.0,7,1,1,1,1,1,0,1,0,0,0,0,0,13
6.0,4080,8,2020-09-30,151.0,128,238.0,1,3,1,1,1,1,0,1,1,1,1,0,0,10
6.67,5000,8,2020-09-30,218.0,128,369.31,12,1,1,1,1,1,1,1,1,1,0,0,0,13
6.2,3885,6,2020-09-30,168.0,128,380.0,1,3,1,1,1,1,0,1,1,1,1,0,0,10
6.67,5000,8,2020-09-30,216.0,128,429.99,12,1,1,1,1,1,1,1,1,0,0,0,1,13
6.67,4820,6,2020-09-30,214.0,64,322.99,12,1,1,1,1,1,0,1,1,1,1,0,1,13
6.43,4000,8,2020-10-01,164.0,128,200.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.44,4015,6,2020-10-05,163.0,128,270.0,7,1,1,0,1,0,0,1,0,0,0,0,0,13
6.43,5000,4,2020-10-06,194.0,32,80.0,12,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,5000,8,2020-10-07,196.0,64,250.0,8,1,1,1,1,1,0,1,0,1,0,0,0,13
6.4,6000,6,2020-10-08,191.0,64,330.0,9,1,1,1,1,1,0,1,0,0,0,0,0,10
6.43,4000,8,2020-10-10,164.0,128,370.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.5,5000,4,2020-10-12,186.0,64,320.0,7,1,1,0,1,0,0,1,0,0,0,0,0,77
6.1,2815,6,2020-10-13,189.0,128,567.86,0,30,0,1,1,1,0,1,1,1,1,0,0,22
6.1,2815,4,2020-10-13,164.0,64,607.0,0,30,0,1,1,1,0,1,1,1,1,0,0,22
6.7,3687,6,2020-10-13,228.0,128,1298.67,0,30,0,1,1,1,0,1,1,1,1,0,0,39
6.5,5000,4,2020-10-13,189.0,128,130.0,8,1,1,1,1,1,0,0,1,0,0,0,0,77
6.5,5000,6,2020-10-13,194.0,128,160.0,8,1,1,1,1,1,0,1,0,1,0,0,0,13
6.4,4300,8,2020-10-13,175.0,128,310.0,8,1,1,1,1,1,0,1,0,1,0,0,0,13
5.4,2227,4,2020-10-13,135.0,64,868.24,0,30,0,1,1,1,0,1,1,1,1,0,0,10
6.55,4500,8,2020-10-14,188.0,128,269.0,6,3,1,1,1,1,0,1,1,1,1,0,0,13
6.4,6000,6,2020-10-14,191.0,128,200.0,9,1,1,1,1,1,0,1,0,0,0,0,0,10
6.55,4500,12,2020-10-14,187.0,256,640.0,6,3,1,1,1,1,0,1,1,1,1,0,0,13
6.52,4230,3,2020-10-15,175.0,32,130.0,7,1,1,0,1,0,0,1,0,0,0,0,0,77
6.53,5000,4,2020-10-15,205.0,64,90.0,5,1,1,0,1,0,0,1,0,0,0,0,0,76
6.5,4000,8,2020-10-16,189.0,128,160.0,3,1,1,1,1,1,0,1,0,0,0,0,0,13
6.67,5000,4,2020-10-21,206.0,64,230.0,3,1,1,0,1,0,0,0,1,0,0,0,0,13
6.76,4400,8,2020-10-22,230.0,256,790.0,3,1,1,1,1,1,0,0,1,0,0,1,1,42
6.76,4400,8,2020-10-22,212.0,128,630.0,3,1,1,1,1,1,0,0,1,0,0,1,1,42
6.76,4400,8,2020-10-22,234.0,256,1400.0,3,1,1,1,1,1,0,0,1,0,0,1,1,42
6.53,4500,8,2020-10-22,198.0,128,290.0,3,1,1,1,1,1,0,0,1,1,0,0,1,23
6.5,4200,8,2020-10-22,188.0,128,680.0,3,1,1,1,1,1,0,1,1,1,1,0,1,11
6.52,5000,4,2020-10-26,188.0,64,123.22,6,1,1,0,1,0,0,1,0,0,0,0,0,77
6.49,4300,6,2020-10-26,190.0,128,226.72,6,1,1,1,1,1,0,1,0,1,0,0,0,13
6.67,5000,8,2020-10-27,216.0,128,330.0,12,1,1,1,1,1,1,1,1,0,0,0,1,13
6.5,6000,4,2020-10-28,209.0,32,110.0,8,1,1,0,1,0,0,1,0,0,0,0,0,77
6.67,5000,4,2020-10-29,206.0,128,230.0,2,1,1,0,1,0,0,0,1,0,0,0,0,13
6.5,4040,8,2020-11-04,177.0,128,260.0,7,1,1,0,1,0,0,1,0,0,0,0,0,13
6.5,5000,8,2020-11-04,194.0,128,349.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.4,6000,4,2020-11-06,191.0,64,190.0,9,1,1,1,1,1,0,1,0,0,0,0,0,10
6.52,4000,4,2020-11-06,173.0,64,130.0,4,1,1,0,1,0,0,1,0,0,0,0,0,77
6.52,4000,4,2020-11-06,173.0,128,140.0,4,1,1,0,1,0,0,1,0,0,0,0,0,77
6.53,3800,8,2020-11-06,178.0,128,1400.0,3,1,1,1,1,1,0,1,0,0,0,0,0,13
6.5,5000,8,2020-11-19,195.0,128,276.92,8,1,1,1,1,1,0,1,0,1,0,0,0,13
6.5,5000,4,2020-11-24,196.0,16,230.0,9,1,1,0,1,0,0,1,0,0,0,0,0,77
6.53,6000,6,2020-11-24,198.0,64,199.99,12,1,1,0,1,0,0,1,0,0,0,0,0,10
6.5,5000,6,2020-11-24,205.0,32,80.0,9,1,1,0,1,0,0,1,0,0,0,0,0,77
6.53,5000,8,2020-11-26,199.0,64,170.0,12,1,1,1,1,1,0,1,1,0,0,0,0,10
6.67,4820,8,2020-11-26,215.0,128,370.0,12,1,1,1,1,1,0,1,1,0,0,0,0,13
6.53,6000,8,2020-11-26,198.0,128,130.0,12,1,1,0,1,0,0,1,0,0,0,0,0,10
6.8,6000,4,2020-12-09,221.0,64,130.0,5,1,1,0,1,0,0,0,1,0,0,0,0,79
6.5,5000,4,2020-12-09,200.0,64,100.0,5,1,1,0,1,0,0,0,1,0,0,0,0,77
6.55,4350,8,2020-12-10,173.0,128,529.0,7,3,1,1,1,1,0,1,0,1,0,0,0,13
6.43,4300,8,2020-12-10,172.0,128,280.0,7,3,1,1,1,1,0,1,0,1,0,0,0,13
6.53,6000,6,2020-12-17,198.0,64,120.0,12,1,1,0,1,0,0,1,0,0,0,0,0,10
6.52,4230,4,2020-12-18,177.0,64,299.0,7,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,4040,8,2020-12-18,175.0,128,169.0,7,1,1,1,1,1,0,1,0,1,0,0,0,13
6.5,6000,4,2020-12-22,208.0,64,190.0,8,1,1,0,1,0,0,0,1,0,0,0,0,77
6.72,4000,8,2020-12-23,184.0,128,410.0,3,1,1,1,1,1,0,0,1,0,0,0,1,35
6.57,3800,8,2020-12-23,169.0,128,160.0,3,1,1,1,1,1,0,0,1,0,0,0,1,10
6.67,5000,8,2020-12-23,206.0,128,330.0,3,1,1,0,1,0,0,0,1,0,0,0,0,13
6.55,4500,8,2020-12-24,184.0,128,250.0,7,3,1,1,1,1,0,1,1,1,1,0,0,13
6.81,4600,6,2020-12-28,196.0,128,792.43,12,3,1,1,1,1,1,1,1,1,1,0,0,51
6.4,4310,8,2020-12-31,171.0,128,240.0,7,3,1,1,1,1,0,1,1,0,0,1,1,13
6.67,4820,8,2021-01-05,214.0,128,250.0,12,1,1,1,1,1,0,1,1,1,0,0,1,13
6.5,5000,4,2021-01-07,196.0,32,220.0,9,1,1,0,1,0,0,1,0,0,0,0,0,77
6.4,4310,8,2021-01-07,176.0,128,190.0,8,1,1,1,1,1,0,1,0,1,0,0,0,13
6.53,5000,6,2021-01-08,199.0,64,163.98,12,1,1,1,1,1,0,1,1,0,0,0,0,10
6.53,6000,6,2021-01-08,198.0,64,189.99,12,1,1,0,1,0,0,1,0,0,0,0,0,10
6.5,5000,8,2021-01-13,205.0,64,100.0,9,3,0,1,1,1,0,1,0,1,0,0,0,77
6.8,5000,16,2021-01-14,227.0,128,539.47,9,3,0,1,1,1,1,1,1,1,1,0,1,51
6.5,5000,8,2021-01-14,188.0,128,410.0,7,3,1,0,1,0,0,1,0,0,0,0,0,13
6.2,4000,8,2021-01-14,169.0,128,240.45,9,3,0,1,1,1,1,1,1,1,1,0,1,13
6.7,4800,8,2021-01-14,200.0,128,443.89,9,3,0,1,1,1,1,1,1,1,1,0,1,13
6.5,5000,2,2021-01-19,190.0,32,90.0,8,1,1,0,1,0,0,1,0,0,0,0,0,77
6.72,4000,8,2021-01-22,189.0,128,460.0,2,1,1,1,1,1,0,0,0,0,0,0,0,35
6.5,5000,8,2021-01-25,186.0,128,500.0,7,3,1,0,1,0,0,1,0,0,0,0,0,77
6.5,5000,4,2021-01-27,206.0,32,146.98,9,1,1,0,1,0,0,1,0,0,0,0,0,77
6.5,5000,3,2021-02-02,206.0,32,169.0,9,1,1,0,1,0,0,1,0,0,0,0,0,77
6.4,4310,8,2021-02-04,176.0,128,230.0,8,1,1,1,1,1,0,1,0,1,0,0,0,13
